"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"COX7A1",0.143377458231226,1.39937568793687,3.10529095831298,0.00328129198217586,0.491110447067948,-1.7684420965888
"FAM13C",0.162381272654439,-0.671932446692754,3.10467443947613,0.00328691726608085,0.491110447067948,-1.82118567750542
"NDUFS5",0.0685339386392334,6.54721597838824,3.10431466845563,0.00329020410613062,0.491110447067948,-1.98751051384271
"RPL7",0.0404991818821921,7.92204694811144,3.10304542265612,0.00330182456037426,0.491110447067948,-2.02620155543833
"SPA17",0.156137762173185,4.07554501862571,3.09964212552235,0.00333317402647471,0.491110447067948,-1.8756810157849
"RP1",0.27438564111499,1.37691084834734,3.09231412848375,0.00340162910822177,0.491110447067948,-1.79809226637109
"RPS4Y1",0.413045989581908,1.59078969833432,3.09050456227609,0.00341873577431214,0.491110447067948,-1.81932109386104
"FAM183A",0.199101285237503,4.59397321881345,3.08717012254207,0.00345046989195315,0.491110447067948,-1.93463157179884
"TRIP13",0.117685956617023,3.1522312189144,3.08199514096054,0.00350026967223042,0.491110447067948,-1.87048796704392
"TMEM232",0.189693847328842,1.57893721980508,3.08080075139568,0.00351185909286394,0.491110447067948,-1.82688457961715
"LOC102724094",0.172186709355455,1.65445887645504,3.08018481157064,0.00351784978011466,0.491110447067948,-1.8301723257703
"ABCD2",0.175260910791258,-0.278499253297658,3.08014008621807,0.00351828515692142,0.491110447067948,-1.85440398166955
"GDNF",0.208182501419659,-2.22125882965903,3.07252394067518,0.00359316739859086,0.491110447067948,-1.96974058114715
"ACYP1",0.0854104453125854,1.96183644793837,3.06911217453304,0.00362719553664144,0.491110447067948,-1.8598319225971
"AKAP14",0.244086605665737,2.9639685845629,3.0644445956972,0.00367423955636484,0.491110447067948,-1.90620045934639
"C9orf135",0.212621161117793,4.27909610477608,3.06151196766573,0.00370408976632323,0.491110447067948,-1.98062043940916
"CDH26",0.149745919473776,5.34701816274229,3.06003647390277,0.00371919430161931,0.491110447067948,-2.04389514840924
"LDLRAD1",0.170942422072281,5.4337788478805,3.059803479626,0.00372158473144808,0.491110447067948,-2.04785344583707
"PPOX",0.123940310719628,5.47990317786854,3.05584598532234,0.00376240812522327,0.491110447067948,-2.06034065605556
"PAGE5",0.229186937466465,-3.84094884394517,3.05517032375716,0.00376941977695134,0.491110447067948,-2.15694184054731
"MIR6884",0.11068690905376,-1.30515527091642,3.04986320825297,0.00382492238082459,0.491110447067948,-1.96829521185847
"RAB3B",0.152661831657314,3.56266576864374,3.04691297654764,0.00385610722036653,0.491110447067948,-1.97612833519241
"MYLK3",0.177769905962913,-0.376988482845569,3.0458828045742,0.00386705255239117,0.491110447067948,-1.92008004721753
"CCDC153",0.149455584029138,3.64988430234862,3.04480208973756,0.00387856622758894,0.491110447067948,-1.98805778116352
"PIH1D3",0.215467482369458,1.90957970114112,3.0421575599665,0.00390687624667522,0.491110447067948,-1.92298040708164
"FAM104B",0.0819481621213018,3.30765335116473,3.04186658622253,0.00391000297144409,0.491110447067948,-1.97293394398743
"CEACAM6",-0.0830516739857011,8.78896964156284,-3.03745815012201,0.00395766305121471,0.491110447067948,-2.19808016139554
"FGFBP2",0.117404623255011,-0.478606999074107,3.03235997868395,0.00401345944040218,0.491110447067948,-1.96140308575177
"PART1",0.109873198339026,3.18713151337902,3.02882286862493,0.00405260360563306,0.491110447067948,-1.99860989972731
"RPS6",0.0411227810178232,8.83834608267272,3.02792188601295,0.00406263158224764,0.491110447067948,-2.22681055979877
"SEPT5-GP1BB",0.133513226913907,3.67653494917527,3.02788222403357,0.00406307355614034,0.491110447067948,-2.03047101398213
"TP53I3",0.0416769896541439,6.23383485892806,3.02736353812717,0.00406885769300811,0.491110447067948,-2.164543077393
"HTRA4",-0.162120526378464,-2.87156830224242,-3.02623188757493,0.0040815041307092,0.491110447067948,-2.1508126018377
"FHAD1",0.143414804079439,4.39388860666889,3.02118986521963,0.00413829905718827,0.491110447067948,-2.08402597326624
"PROL1",-0.244432640638754,-4.86789816134284,-3.01601197134252,0.00419739503168881,0.491110447067948,-2.3661757060444
"PPP1R42",0.257467026989117,0.739402427808911,3.01469566091945,0.00421254385675153,0.491110447067948,-1.97288557460771
"GLYATL2",-0.185482593518133,-0.62245231177679,-3.00835206061682,0.00428627066730137,0.491110447067948,-2.02842394520477
"C12orf75",0.128882739722923,4.42865957243042,3.00368786554094,0.00434124840198705,0.491110447067948,-2.12876518458083
"PPIL6",0.127987964533275,4.69176864710513,3.00365316615157,0.00434165987452484,0.491110447067948,-2.14500438433397
"RHEBL1",0.117938653814681,0.905764189789682,2.99866852008603,0.00440114985867144,0.491110447067948,-2.0081912703254
"ECT2L",0.161916152428075,3.39147523507776,2.99774009115342,0.0044123143211021,0.491110447067948,-2.08458907906826
"LRGUK",0.149877042924316,2.20011249736109,2.99625948719892,0.0044301736353916,0.491110447067948,-2.03634375472693
"WDR66",0.165202776876391,5.04587398552058,2.99589744648479,0.00443455092378742,0.491110447067948,-2.18432103782657
"ANKFN1",0.252881788621505,0.60097536528222,2.99283748226138,0.00447170980954209,0.491110447067948,-2.02192876131675
"ZNF474",0.185790444891314,2.83749951517391,2.99271226632323,0.00447323656877438,0.491110447067948,-2.06931692937626
"CETN2",0.116423410018707,5.79883102879721,2.98990669604024,0.00450757314469509,0.491110447067948,-2.23963672583614
"PRR7",0.109220820456506,2.77128285238063,2.98973426321121,0.00450969152829971,0.491110447067948,-2.07815539030959
"CASQ2",0.237441433751212,-2.49248639202102,2.98709195769885,0.00454226973300543,0.491110447067948,-2.16509171028028
"MDP1",0.0680526797529458,3.3495714374711,2.98636066810313,0.00455132498141589,0.491110447067948,-2.10715585723701
"CALHM3",-0.193340609107797,-2.66048102942153,-2.986211969438,0.00455316831958218,0.491110447067948,-2.19811745123717
"FILIP1",0.227225147059244,0.572071567614402,2.9847666056539,0.00457112216331987,0.491110447067948,-2.03985105839667
