"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FGF1",-1.46443702947411,-2.11487496013961,-2.45180918514193,0.0181570967486981,0.991925032723052,-4.52304863001939
"CALHM2",0.512877689770006,1.54858048445537,2.45095338014105,0.0181951010417627,0.991925032723052,-4.37905412719533
"TESPA1",1.19192895795419,-0.758039858799834,2.45073870152353,0.0182046457011439,0.991925032723052,-4.46340051686072
"SNORD68",-0.579492866303965,-0.754097881975941,-2.44899220579543,0.018282463795068,0.991925032723052,-4.48980687783528
"UBE2S",-0.486997674399179,3.96901150773556,-2.44762599575726,0.0183435472612365,0.991925032723052,-4.26036576784599
"HHEX",0.691167519012635,1.86685700606688,2.44599728207737,0.0184166085025247,0.991925032723052,-4.36582733050127
"DKFZp434J0226",-1.27789189215111,-2.58790808084362,-2.44557276253022,0.0184356948984205,0.991925032723052,-4.52832407004621
"LOC101928710",0.978738173390655,-1.31487055264321,2.44386505861424,0.0185126541193545,0.991925032723052,-4.4850682685173
"LOC101927446",-1.98361137562086,-3.97292916966448,-2.44309156703933,0.0185476077204712,0.991925032723052,-4.54602277765146
"TMOD2",0.90401779119446,1.54721400001288,2.44305991265897,0.018549039432433,0.991925032723052,-4.38862424387114
"BMX",1.19544871351584,-1.4085054605698,2.44085296177481,0.0186491054397051,0.991925032723052,-4.48240877424477
"ADGRE1",1.53735643485412,0.787276700239476,2.43976831653931,0.0186984633150968,0.991925032723052,-4.39438996833115
"KCNK13",1.15283354909091,-1.82373802548285,2.43879531715593,0.0187428410895382,0.991925032723052,-4.4958270582559
"TNFAIP6",1.79590056961103,0.614030241521417,2.43762604285244,0.0187962967573121,0.991925032723052,-4.39006658441656
"VPS37D",-1.30367105940446,-1.19939015249525,-2.43652330569752,0.0188468367736694,0.991925032723052,-4.49863468160552
"TMEM210",-1.45431680026353,-2.10492491259726,-2.43608650639212,0.0188668898457534,0.991925032723052,-4.51897221586658
"NTF3",-1.5680707125235,-1.54502781313313,-2.43516160915748,0.0189094147219579,0.991925032723052,-4.51634400870934
"KCNQ5",-1.31125609116463,-1.7855112871606,-2.43437093995436,0.0189458367225584,0.991925032723052,-4.49481180551123
"ZFP69B",1.09129267567699,-1.33710724295015,2.43306256620964,0.0190062459317688,0.991925032723052,-4.48366180851819
"TYR",-1.97731829707453,-3.08090394821289,-2.42594106174509,0.0193381163872047,0.991925032723052,-4.54013570126829
"PACS1",0.302014693212568,6.27857388325231,2.42205310208599,0.0195214999553738,0.991925032723052,-4.13404387651522
"KRT15",-0.778364212423979,6.33862409938126,-2.41926914707912,0.0196537738454339,0.991925032723052,-4.15511890176052
"MPPED1",-1.90606774943948,-3.24352263397852,-2.41902790223791,0.0196652740970271,0.991925032723052,-4.54033198591643
"TTC24",1.27461688463399,-2.41801287100499,2.41344301706402,0.0199332114294426,0.991925032723052,-4.50966825078132
"SYCE3",-1.7469531269387,-2.10690782174822,-2.41069604436001,0.0200662031759236,0.991925032723052,-4.52356514724481
"RASIP1",-0.626388814551278,2.85821327579103,-2.40972599806841,0.0201133577894496,0.991925032723052,-4.34754874713393
"PRELP",-1.40804687397091,-2.78892924202479,-2.40742891853224,0.0202254191361502,0.991925032723052,-4.5338753056467
"ABCC11",-0.942594689394677,-0.765659191688687,-2.40393732571347,0.0203968323181694,0.991925032723052,-4.49513381398457
"TMEM59L",-1.83029546514829,-3.67156813859449,-2.396612515733,0.0207606917131055,0.991925032723052,-4.54461369384347
"PERM1",-0.627093658155853,1.628019144575,-2.39651306424029,0.0207656719428984,0.991925032723052,-4.41345459847138
"ADORA2A",1.04828801573543,2.64586906018506,2.39623598733353,0.0207795527924392,0.991925032723052,-4.31238488711814
"C2orf27B",-1.4846973213084,-3.15021922775735,-2.39456291593218,0.0208635471748169,0.991925032723052,-4.52933649213987
"PSMG4",-0.670980565415852,3.4568573658755,-2.39386901729372,0.0208984730825201,0.991925032723052,-4.31918498389342
"FAM74A6",-1.56712734266331,-3.27006984297449,-2.39253361115586,0.0209658361171587,0.991925032723052,-4.53738538141649
"LOC101928886",-1.45506166184793,-5.85310203800632,-2.39130987790815,0.0210277375666915,0.991925032723052,-4.55794837150934
"SNHG9",-0.740747068704189,1.68120909824089,-2.39044099300123,0.0210717891861385,0.991925032723052,-4.41693230232059
"CPNE7",-0.783214831603382,1.82468144012716,-2.38599713659505,0.0212983901779875,0.991925032723052,-4.41313364296343
"SCARNA13",-1.27155688828255,-0.399878725433091,-2.38529863179888,0.0213342071056068,0.991925032723052,-4.49590795984288
"LINC00482",-0.632502479542939,0.374285790709653,-2.38370647711748,0.0214160500089586,0.991925032723052,-4.46113511729393
"CBR3",-0.896747495191891,4.04317432787593,-2.38252187288967,0.0214771264321978,0.991925032723052,-4.29705906040246
